year,state,district,rape,attempt_to_rape,gang_rape,murder_with_rape,kidnapping_and_abduction,dowry_deaths,dowry_prohibition_act,cruelty_by_husband_or_relatives_498A,acid_attack,attempt_to_acid_attack,assault_on_women_modesty_354,assault_intent_disrobe_354B,voyeurism_354C,stalking_354D,insult_to_modesty_509,trafficking,procuration_of_minor_girls,importation_of_girls,immoral_traffic_act,indecent_representation_of_women,women_killed_in_honour_killing,witch_hunting,cyber_crime_obscenity_against_women,cyber_stalking_bullying_against_women,child_marriage_prohibition_act,pocso_rape,pocso_assault,pocso_harassment,pocso_unnatural_offences,pocso_other,abduction_for_marriage,abduction_for_illicit_intercourse,attempt_to_kidnap,domestic_violence_act_cases,abetment_to_suicide_women,attempt_to_murder_women,insult_outraging_modesty_other,sexual_harassment_workplace,dowry_harassment,marital_rape_reports,total_cases
2001,Jammu and Kashmir,Jammu District 6,4,4,7,5,17,6,4,15,4,4,12,5,8,4,5,4,5,3,1,3,3,3,3,3,4,4,7,3,5,2,3,6,6,5,2,7,9,7,11,5,467
2001,Jammu and Kashmir,Jammu District 7,7,5,3,3,13,4,4,14,9,4,21,4,7,2,7,6,8,4,4,1,10,3,8,9,7,7,6,2,8,2,5,5,4,3,3,4,5,4,3,4,485
2001,Jammu and Kashmir,Jammu District 8,5,4,5,9,21,4,11,23,2,3,12,2,6,3,8,10,7,5,4,8,7,4,6,5,5,6,1,8,8,5,8,2,1,2,5,4,5,3,6,5,514
2001,Jammu and Kashmir,Jammu District 9,1,8,3,7,17,6,7,18,8,2,17,6,9,3,5,3,2,5,9,6,5,6,3,3,4,12,4,10,7,7,7,5,1,7,4,2,3,6,7,4,527
2001,Jammu and Kashmir,Jammu District 10,6,6,9,4,16,4,6,17,3,4,17,3,4,0,2,6,6,8,7,6,2,4,3,7,2,1,5,4,7,4,7,8,5,3,5,4,5,8,6,2,509
2001,Jammu and Kashmir,Jammu District 11,6,5,5,2,18,5,3,11,4,4,20,6,3,3,5,3,3,10,2,3,7,5,6,5,2,3,4,10,6,9,3,11,5,6,3,5,3,3,5,7,513
2001,Jammu and Kashmir,Jammu District 12,5,2,5,5,20,7,6,11,5,2,16,6,3,4,5,3,6,4,2,2,1,2,6,3,4,5,7,4,6,4,4,8,5,6,4,5,3,7,5,2,488
2001,Jammu and Kashmir,Jammu District 13,4,9,7,2,14,0,5,13,7,3,16,5,4,4,1,4,6,7,2,6,1,9,5,3,7,6,3,8,4,4,6,5,7,7,7,8,3,6,4,7,492
2001,Jammu and Kashmir,Jammu District 14,6,3,9,1,19,7,5,14,4,5,18,4,7,8,2,6,9,4,10,6,6,8,4,3,4,5,9,4,7,2,4,9,2,5,7,4,10,7,6,6,500
2001,Jammu and Kashmir,Jammu District 15,4,11,8,5,16,6,4,10,8,7,23,6,4,10,5,6,4,5,6,2,2,1,8,1,2,3,10,4,7,2,4,6,1,9,4,1,4,1,6,4,494
2001,Jammu and Kashmir,Jammu District 16,4,5,11,5,18,5,2,11,6,3,8,8,1,2,5,5,9,7,6,5,3,6,6,7,4,6,4,7,6,7,6,1,1,7,8,8,9,9,3,8,506
2001,Jammu and Kashmir,Jammu District 17,7,4,6,5,20,6,4,12,6,6,12,4,3,7,4,6,5,3,5,8,6,2,7,10,5,10,8,10,9,4,3,6,6,8,3,4,4,6,0,2,525
2001,Jammu and Kashmir,Jammu District 18,7,2,6,8,12,5,6,19,6,5,16,5,9,9,8,4,3,6,2,4,5,7,5,4,6,9,5,9,6,8,4,4,7,6,5,2,4,4,1,11,539
2001,Jharkhand,Jharkhand District 1,15,27,15,12,30,16,19,29,27,16,29,30,18,16,24,18,17,25,29,27,17,23,23,14,17,15,22,18,21,19,19,24,16,13,23,20,14,22,17,27,1807
2001,Jharkhand,Jharkhand District 2,21,19,21,22,24,16,15,31,20,22,32,32,19,19,24,16,17,23,17,20,21,25,22,17,22,21,20,26,21,24,20,27,19,20,18,25,27,18,14,18,1804
2001,Jharkhand,Jharkhand District 3,20,21,17,25,34,24,15,29,18,24,33,21,28,20,15,20,23,14,25,18,23,18,13,20,12,16,19,21,21,17,20,25,23,20,20,24,18,15,14,17,1814
2001,Jharkhand,Jharkhand District 4,23,16,24,15,38,32,19,21,21,26,30,22,30,18,13,16,27,24,24,20,17,16,22,20,21,13,24,25,26,26,18,22,19,24,15,21,24,20,24,24,1964
2001,Jharkhand,Jharkhand District 5,14,17,20,14,19,18,21,26,17,19,30,19,25,16,17,18,21,26,18,16,12,17,20,15,19,14,25,16,27,12,24,19,21,21,27,27,28,21,18,19,1849
2001,Jharkhand,Jharkhand District 6,19,19,27,22,20,17,20,35,15,17,28,19,21,18,26,23,27,23,20,27,21,15,16,19,21,25,22,27,25,21,17,24,17,26,16,24,27,24,21,17,1841
2001,Jharkhand,Jharkhand District 7,20,29,20,27,28,14,17,33,21,21,24,13,18,23,20,22,22,25,30,34,21,18,27,18,20,16,19,25,22,18,22,15,25,17,15,16,17,28,20,20,1830
2001,Jharkhand,Jharkhand District 8,17,26,22,27,32,24,17,24,20,25,32,17,20,16,15,24,24,20,21,15,25,22,23,16,20,19,17,22,18,21,19,26,22,17,20,21,21,12,22,17,1827
2001,Jharkhand,Jharkhand District 9,31,23,26,20,38,24,22,30,18,18,23,18,17,19,19,21,23,5,17,18,17,28,21,18,24,19,22,27,19,13,16,15,14,18,17,29,18,16,29,22,1819
2001,Jharkhand,Jharkhand District 10,22,19,22,24,33,22,20,25,32,24,31,18,19,27,20,17,22,22,28,21,12,21,20,18,24,16,16,20,19,13,14,13,21,16,20,18,23,17,18,19,1816
2001,Jharkhand,Jharkhand District 11,26,18,20,21,32,23,25,30,26,12,19,24,24,22,23,19,24,20,16,24,19,21,25,16,18,20,19,22,21,18,24,24,21,21,19,27,13,25,17,28,1876
2001,Jharkhand,Jharkhand District 12,24,25,25,21,30,20,17,34,24,17,20,20,19,19,9,20,22,15,18,14,31,20,17,21,24,19,23,24,16,20,21,22,25,21,18,16,16,17,21,22,1851
2001,Jharkhand,Jharkhand District 13,20,30,28,19,35,21,20,26,22,27,32,21,20,20,25,18,25,19,18,24,16,17,20,20,17,23,22,12,17,18,19,22,21,15,11,22,20,24,21,25,1847
2001,Jharkhand,Jharkhand District 14,19,15,16,18,32,20,23,29,21,21,26,23,25,21,21,18,13,26,18,30,19,20,13,18,23,19,16,21,21,22,24,21,18,20,25,21,19,18,21,25,1909
2001,Jharkhand,Jharkhand District 15,21,17,15,19,16,19,26,29,21,22,16,23,18,25,26,22,21,22,11,26,17,28,13,20,17,22,21,23,20,22,12,19,19,13,29,22,20,25,26,12,1811
2001,Jharkhand,Jharkhand District 16,27,26,22,21,24,12,23,31,16,26,30,20,18,26,12,20,13,20,13,21,27,17,18,21,17,18,12,20,17,19,16,20,22,19,19,20,14,21,31,35,1819
2001,Jharkhand,Jharkhand District 17,22,16,13,21,28,19,19,41,12,25,34,19,18,16,16,21,16,17,15,20,22,21,20,21,25,15,12,21,18,17,32,21,16,17,19,22,19,19,24,16,1790
2001,Jharkhand,Jharkhand District 18,18,16,22,24,23,26,20,31,20,27,25,22,23,24,27,19,23,32,16,20,15,34,20,29,16,15,23,25,20,21,21,20,16,20,20,20,18,28,14,24,1886
2001,Karnataka,Karnataka District 1,13,8,17,8,17,14,11,17,11,11,22,10,17,10,2,12,8,11,7,6,12,9,7,10,17,10,8,7,12,12,7,9,6,9,9,13,13,11,5,9,941
2001,Karnataka,Karnataka District 2,15,5,8,11,19,4,13,21,12,16,19,17,9,8,8,11,14,8,11,17,14,17,12,12,10,13,13,8,8,11,11,11,17,5,5,8,14,13,5,17,981
2001,Karnataka,Karnataka District 3,7,8,5,6,17,9,9,15,11,11,20,13,9,7,7,16,13,9,9,8,13,13,10,15,11,8,7,10,7,10,17,7,7,17,6,12,9,10,10,10,882
2001,Karnataka,Karnataka District 4,10,14,10,11,20,6,10,19,12,6,33,10,11,11,13,12,9,12,8,11,16,15,19,9,7,9,8,8,14,10,11,10,11,8,12,10,9,12,17,9,980
2001,Karnataka,Karnataka District 5,5,11,9,7,19,11,10,17,10,15,17,10,12,13,11,16,18,8,8,15,8,12,18,12,17,17,6,14,9,9,13,9,13,15,13,14,7,10,16,8,983
2001,Karnataka,Karnataka District 6,7,8,10,11,29,13,2,16,6,11,27,10,10,6,16,5,7,8,13,1,8,6,7,8,10,16,17,8,9,12,7,11,7,9,11,11,10,15,10,10,912
2001,Karnataka,Karnataka District 7,11,9,13,12,22,5,9,15,13,12,17,9,8,7,6,9,9,9,2,16,8,7,8,9,14,12,9,9,9,10,9,15,11,8,8,10,10,9,10,10,940
2001,Karnataka,Karnataka District 8,13,16,6,12,19,14,8,30,9,17,19,14,11,9,15,10,12,11,10,11,10,13,14,9,8,14,14,6,8,8,7,18,15,11,11,13,16,5,8,7,1003
2001,Karnataka,Karnataka District 9,9,8,7,4,22,11,11,18,7,11,27,5,4,7,13,8,9,10,4,10,11,12,5,8,11,13,14,6,13,7,12,14,10,12,12,17,15,8,11,13,922
2001,Karnataka,Karnataka District 10,11,5,6,8,15,6,9,19,10,16,18,10,15,8,6,9,9,13,15,10,12,12,8,5,10,8,12,8,11,7,8,5,10,11,11,11,17,2,10,5,895
2001,Karnataka,Karnataka District 11,14,12,5,6,28,9,10,27,11,5,15,12,9,10,9,16,11,12,10,7,10,16,10,12,12,11,6,10,9,13,11,8,11,17,7,12,6,9,10,10,951
2001,Karnataka,Karnataka District 12,8,7,7,13,21,5,15,26,10,9,20,7,10,13,16,12,9,16,5,14,10,12,9,9,17,20,14,11,9,6,9,10,8,10,8,11,10,15,13,14,984
2001,Karnataka,Karnataka District 13,13,12,12,5,19,11,13,17,7,8,20,12,13,11,7,13,7,13,13,12,7,13,9,10,15,9,4,5,10,15,10,10,5,14,8,14,11,13,7,7,965
2001,Karnataka,Karnataka District 14,9,10,7,11,19,16,9,28,10,15,17,9,10,9,10,11,10,9,11,20,7,12,8,9,11,9,13,17,15,7,6,10,14,14,12,7,13,7,13,12,922
2001,Karnataka,Karnataka District 15,15,9,5,6,24,9,17,18,13,11,24,11,18,7,19,11,10,6,9,12,6,12,8,8,11,14,11,8,5,8,11,9,13,8,13,12,9,8,5,10,994
2001,Kerala,Kerala District 1,29,20,21,29,37,20,23,27,30,15,51,30,28,28,21,31,31,29,20,20,22,29,29,26,21,30,39,34,27,32,19,32,26,33,26,28,27,19,32,25,2351
2001,Kerala,Kerala District 2,20,41,31,29,31,16,25,36,20,27,40,19,26,30,32,23,28,21,33,25,25,17,24,21,20,22,20,24,25,22,27,22,26,18,24,33,22,21,21,25,2258
2001,Kerala,Kerala District 3,22,34,17,27,35,42,27,32,35,28,43,35,31,30,29,22,26,28,26,26,27,20,26,24,24,23,18,29,22,29,20,18,28,26,16,21,27,23,19,20,2293
2001,Kerala,Kerala District 4,29,23,29,25,38,19,32,36,29,29,32,19,30,28,23,28,22,28,28,20,31,34,29,16,22,20,36,25,26,25,18,22,21,26,30,24,19,28,19,25,2332
2001,Kerala,Kerala District 5,23,20,22,27,30,34,29,34,22,34,35,22,26,27,31,28,26,18,27,26,25,21,24,36,25,23,21,21,31,28,22,32,27,18,29,26,25,26,22,14,2306
2001,Kerala,Kerala District 6,31,17,25,23,43,24,26,44,27,27,36,19,27,16,29,19,30,24,29,30,25,29,21,21,20,23,25,28,29,34,24,25,29,24,21,21,34,20,24,26,2278
2001,Kerala,Kerala District 7,32,19,25,28,32,22,27,36,17,18,36,14,26,24,23,26,20,28,22,21,25,19,24,35,23,31,26,23,27,22,23,24,28,21,36,29,23,33,25,23,2319
2001,Kerala,Kerala District 8,21,29,33,24,29,28,28,35,27,30,43,20,26,31,31,26,23,16,28,24,28,29,21,31,25,22,25,16,19,23,30,30,21,20,23,32,30,26,28,19,2313
2001,Kerala,Kerala District 9,19,24,27,18,38,21,22,30,17,27,29,13,27,26,17,22,28,32,25,25,19,21,19,23,25,23,22,31,33,27,25,26,31,27,38,17,17,32,16,27,2264
2001,Kerala,Kerala District 10,16,27,21,23,42,29,29,45,23,23,28,22,24,22,28,30,19,17,38,16,21,16,28,17,21,30,22,21,29,23,22,22,23,29,24,26,23,31,24,24,2198
2001,Kerala,Kerala District 11,29,20,18,24,30,31,23,34,32,34,34,29,21,25,25,28,22,21,26,28,25,24,23,21,34,21,23,28,20,22,32,22,18,28,21,15,21,23,25,25,2249
2001,Kerala,Kerala District 12,21,32,24,32,39,28,24,24,20,20,40,27,27,25,28,14,27,23,23,26,23,15,32,32,33,19,24,24,26,24,21,28,29,26,23,23,22,28,21,22,2322
2001,Madhya Pradesh,Madhya District 1,27,15,14,22,38,17,18,24,17,28,32,21,11,22,22,12,18,22,27,24,19,16,18,23,22,22,20,25,21,19,22,17,24,18,20,15,18,18,20,23,1809
2001,Madhya Pradesh,Madhya District 2,25,23,20,8,20,28,27,36,22,18,20,18,23,28,13,27,17,23,24,19,17,16,21,17,26,20,23,13,25,21,17,16,23,19,25,21,12,23,14,20,1772
2001,Madhya Pradesh,Madhya District 3,17,18,22,17,29,14,21,42,20,25,33,23,18,22,15,15,22,21,30,19,25,28,13,26,25,14,11,11,17,22,22,26,22,21,17,19,15,30,27,29,1886
2001,Madhya Pradesh,Madhya District 4,17,16,21,25,33,22,19,28,21,17,30,21,20,16,18,19,20,23,29,20,27,24,19,18,23,19,30,26,22,26,15,18,23,12,17,23,21,20,25,24,1861
2001,Madhya Pradesh,Madhya District 5,27,19,17,25,21,12,26,38,15,14,29,21,14,21,21,22,17,27,22,22,18,21,25,22,24,13,15,21,26,22,23,20,22,22,17,17,10,21,20,17,1906
2001,Madhya Pradesh,Madhya District 6,22,25,18,17,30,28,23,24,26,22,43,19,23,33,19,22,19,20,21,16,28,21,23,19,17,21,19,18,11,19,15,31,13,16,15,19,19,22,24,20,1863
2001,Madhya Pradesh,Madhya District 7,16,24,8,22,33,24,22,17,23,20,26,15,19,19,23,16,25,20,31,21,22,21,24,31,15,23,29,18,28,22,17,18,20,23,14,18,13,19,19,31,1914
2001,Madhya Pradesh,Madhya District 8,14,19,20,22,30,17,19,24,24,18,29,19,22,21,23,25,24,17,23,24,11,25,21,25,25,25,18,17,21,22,19,14,27,23,19,20,24,20,19,13,1855
2001,Madhya Pradesh,Madhya District 9,23,20,32,18,22,21,24,33,26,14,29,23,19,22,11,29,19,17,22,23,17,18,22,21,24,19,14,12,23,21,19,25,21,16,14,17,21,21,23,25,1869
2001,Madhya Pradesh,Madhya District 10,24,21,19,16,21,23,25,28,20,24,23,15,22,23,16,23,16,21,14,20,23,13,15,20,17,12,21,15,16,19,27,17,26,20,27,31,19,25,27,29,1798
2001,Madhya Pradesh,Madhya District 11,15,20,20,26,43,11,21,31,21,26,30,21,22,31,21,17,23,23,15,15,22,23,20,27,22,20,16,20,29,21,22,24,24,20,18,19,19,30,25,19,1934
2001,Maharashtra,Maharashtra District 1,18,9,10,20,31,20,16,19,15,21,22,15,16,14,17,10,18,10,16,15,10,16,16,22,14,10,12,20,21,13,19,12,16,15,18,17,15,24,15,19,1427
2001,Maharashtra,Maharashtra District 2,26,18,15,20,14,14,24,25,13,14,37,16,18,14,8,12,12,13,21,12,12,20,14,12,15,16,21,21,5,13,12,11,20,20,19,12,14,11,18,28,1460
2001,Maharashtra,Maharashtra District 3,10,23,7,14,27,24,11,30,23,11,26,17,23,8,12,15,19,18,13,20,19,18,17,13,8,11,19,16,16,17,19,14,22,11,17,16,18,11,17,12,1379
2001,Maharashtra,Maharashtra District 4,10,11,13,12,19,21,23,22,23,14,26,14,10,17,20,15,15,15,13,8,8,20,22,11,8,11,18,10,14,14,18,13,16,13,10,17,12,12,5,9,1337
2001,Maharashtra,Maharashtra District 5,11,12,11,21,19,19,13,20,28,17,18,16,13,15,12,21,21,20,22,17,17,13,17,18,8,12,14,12,12,14,19,16,13,16,14,13,18,18,10,13,1427
2001,Maharashtra,Maharashtra District 6,20,12,16,21,25,13,18,29,19,12,21,18,14,15,14,11,11,11,11,17,14,16,14,10,15,20,12,7,5,14,19,14,10,23,7,19,9,13,13,16,1365
2001,Maharashtra,Maharashtra District 7,17,16,13,19,23,17,12,23,17,14,30,21,13,12,11,9,13,18,19,17,15,16,15,14,17,15,14,15,12,13,14,15,14,26,19,10,17,10,17,10,1407
2001,Maharashtra,Maharashtra District 8,16,15,18,13,25,21,9,21,23,13,26,19,5,12,14,18,15,17,13,20,22,11,18,12,12,13,21,16,15,17,11,11,15,19,8,21,12,13,12,16,1377
2001,Maharashtra,Maharashtra District 9,12,20,14,12,23,14,17,27,11,11,25,19,18,16,16,14,15,14,19,11,26,17,8,13,12,20,19,15,17,16,21,17,22,24,17,18,16,11,8,16,1387
2001,Maharashtra,Maharashtra District 10,13,11,15,12,22,17,19,19,12,22,35,18,17,16,12,10,11,15,17,13,11,17,16,13,14,13,12,16,14,22,19,10,16,18,14,12,15,19,18,19,1379
2001,Maharashtra,Maharashtra District 11,11,26,20,17,30,15,8,19,8,14,24,14,19,13,15,17,11,15,12,18,27,22,20,16,8,16,13,9,13,11,15,13,10,11,14,17,12,16,12,12,1345
2001,Maharashtra,Maharashtra District 12,15,7,17,21,23,15,19,26,16,20,26,12,14,13,20,17,20,11,9,15,22,12,17,8,16,16,16,16,12,17,13,18,12,12,13,19,11,13,17,12,1386
2001,Maharashtra,Maharashtra District 13,20,15,14,10,18,18,18,25,16,12,28,11,11,11,15,20,16,14,12,15,20,17,19,5,20,12,11,10,18,13,20,16,15,15,16,11,15,15,14,15,1343
2001,Maharashtra,Maharashtra District 14,14,11,12,16,34,11,19,25,19,16,27,17,17,12,18,16,19,16,18,15,22,11,14,10,14,10,16,16,22,17,12,16,13,18,18,18,16,21,20,18,1405
2001,Maharashtra,Maharashtra District 15,16,15,14,11,31,14,15,28,16,15,31,17,19,14,17,21,14,18,11,15,17,17,22,15,17,10,17,20,11,14,23,17,16,17,8,12,18,16,12,15,1434
2001,Manipur,Manipur District 1,4,2,6,8,18,10,2,14,4,5,14,7,3,4,7,4,4,3,6,3,3,11,9,11,3,6,3,5,4,5,4,3,7,3,9,5,7,8,6,8,500
2001,Manipur,Manipur District 2,7,3,10,6,16,4,3,10,5,3,12,5,5,4,7,4,3,2,2,6,4,1,8,9,8,6,5,7,7,7,8,9,3,7,5,6,9,6,5,3,498
2001,Manipur,Manipur District 3,3,2,5,4,13,4,3,11,7,5,7,2,9,4,9,4,4,9,1,8,8,3,3,8,6,4,6,2,1,8,5,6,5,10,4,3,5,4,10,8,477
2001,Manipur,Manipur District 4,2,6,2,7,18,8,6,8,7,4,13,8,5,8,3,3,5,7,4,7,3,4,6,6,4,5,7,6,4,2,6,3,6,4,6,4,12,6,4,4,514
2001,Manipur,Manipur District 5,5,7,7,1,14,6,3,23,3,5,6,1,4,6,4,7,8,4,4,5,5,7,3,6,3,5,2,3,7,3,4,5,5,2,7,2,7,4,6,4,461
2001,Manipur,Manipur District 6,5,9,3,4,12,4,5,16,5,11,19,6,8,7,9,6,6,4,5,7,5,5,8,3,6,2,5,3,8,4,6,5,5,7,9,4,7,1,4,4,497
2001,Manipur,Manipur District 7,5,4,5,4,11,5,6,16,4,2,22,7,3,4,6,9,6,4,6,4,3,4,4,4,3,4,0,6,7,6,6,8,6,6,6,7,4,2,6,7,530
2001,Manipur,Manipur District 8,2,5,2,6,10,7,7,23,6,5,11,3,4,5,5,5,2,2,4,4,10,7,3,5,8,7,7,6,7,4,6,6,8,7,4,5,3,7,5,2,498
2001,Manipur,Manipur District 9,9,7,8,5,13,4,12,22,7,4,13,2,2,5,5,8,3,4,2,6,8,3,6,8,8,2,7,6,5,4,7,7,4,7,3,2,9,3,7,8,503
2001,Manipur,Manipur District 10,5,2,6,6,18,3,5,21,7,4,16,4,8,5,4,5,7,4,4,11,1,4,5,7,6,3,4,4,5,5,8,6,6,3,6,3,5,11,4,3,492
2001,Manipur,Manipur District 11,4,7,8,13,11,7,2,13,3,6,20,5,3,8,5,1,8,7,7,7,2,5,5,5,6,2,4,5,9,8,6,6,6,2,7,3,9,5,5,8,485
2001,Manipur,Manipur District 12,9,3,8,4,13,2,4,11,6,6,19,6,3,5,7,2,7,5,7,6,7,5,7,3,8,4,6,5,2,3,6,7,5,5,6,2,4,5,7,4,501
2001,Manipur,Manipur District 13,4,3,6,5,12,2,7,15,8,3,16,4,6,6,4,5,4,6,4,3,3,6,3,5,5,4,4,4,2,7,8,4,5,11,10,6,3,3,4,2,469
2001,Manipur,Manipur District 14,8,6,6,5,20,7,7,19,5,6,14,7,4,4,1,9,5,7,6,3,7,5,4,8,6,9,7,7,7,2,4,6,6,11,5,2,6,6,6,5,505
2001,Manipur,Manipur District 15,7,4,5,4,18,4,5,15,6,4,17,7,7,8,9,2,5,6,4,3,4,5,7,8,5,5,5,7,4,1,3,3,4,7,5,0,5,7,3,3,506
2001,Meghalaya,Meghalaya District 1,19,22,17,18,32,20,26,17,18,20,34,20,19,17,28,14,18,22,23,20,27,26,23,21,15,19,23,13,20,25,21,16,21,19,21,15,18,22,14,16,1835
2001,Meghalaya,Meghalaya District 2,29,20,17,14,30,19,24,37,23,23,31,15,24,26,20,20,21,16,17,25,29,21,31,19,26,22,28,11,27,20,27,15,19,26,23,17,17,29,17,14,1901
2001,Meghalaya,Meghalaya District 3,12,18,19,17,32,27,25,27,22,19,34,29,19,21,24,30,14,13,18,13,23,34,21,17,21,26,25,23,20,23,20,19,19,21,17,21,23,16,16,18,1898
2001,Meghalaya,Meghalaya District 4,20,16,31,18,29,25,17,28,21,25,33,21,19,24,24,22,23,24,20,26,17,22,26,24,23,20,18,26,18,13,14,18,28,13,10,20,26,19,21,24,1918
2001,Meghalaya,Meghalaya District 5,20,16,22,15,24,13,27,19,35,20,34,17,20,22,15,24,22,17,23,22,15,23,18,15,16,22,20,19,10,17,28,31,20,21,23,19,19,24,20,18,1827
2001,Meghalaya,Meghalaya District 6,16,21,22,18,32,19,26,38,17,17,43,17,24,16,20,26,18,16,26,26,23,16,21,16,16,32,23,19,18,26,20,16,21,21,23,16,17,18,27,18,1896
2001,Meghalaya,Meghalaya District 7,13,20,24,21,33,16,23,35,21,23,40,16,15,23,17,25,26,20,15,24,27,20,26,21,21,21,24,22,21,21,14,17,19,21,21,20,26,30,22,16,1905
2001,Meghalaya,Meghalaya District 8,24,21,22,17,38,20,20,34,18,24,31,13,15,20,14,22,21,21,25,17,23,19,24,24,17,25,19,15,20,18,18,19,22,19,19,18,19,14,18,15,1754
2001,Meghalaya,Meghalaya District 9,16,18,19,22,29,24,19,33,17,14,28,22,28,23,14,23,30,20,30,27,24,26,23,30,20,21,20,16,20,29,21,19,21,26,29,20,16,21,21,17,1920
2001,Meghalaya,Meghalaya District 10,18,28,19,23,30,19,17,25,19,20,23,15,20,19,8,16,24,21,15,20,13,17,25,27,18,27,25,24,20,21,16,22,12,24,20,19,13,15,19,18,1813
2001,Mizoram,Mizoram District 1,12,19,11,18,24,17,17,32,12,13,35,9,14,9,21,12,8,13,19,11,17,8,22,15,21,15,17,12,10,18,13,10,15,16,14,17,12,12,21,15,1350
2001,Mizoram,Mizoram District 2,18,13,18,21,21,14,21,29,17,13,18,14,7,10,22,20,20,19,8,12,19,15,16,16,17,17,16,13,19,13,13,14,13,12,18,17,13,18,18,12,1396
2001,Mizoram,Mizoram District 3,20,19,16,15,32,20,11,27,14,21,22,25,16,15,11,16,16,13,12,15,14,17,15,11,14,23,15,19,20,26,15,19,17,25,17,20,19,20,13,17,1466
2001,Mizoram,Mizoram District 4,15,10,15,16,24,14,18,34,20,13,24,10,19,14,9,17,9,12,21,13,17,22,10,12,16,15,13,14,15,22,14,22,12,13,11,17,29,8,15,17,1415
2001,Mizoram,Mizoram District 5,15,18,17,16,21,8,15,23,12,12,13,13,12,16,16,14,26,13,11,13,17,14,16,15,19,17,15,15,12,15,15,13,14,18,20,17,18,17,21,22,1445
2001,Mizoram,Mizoram District 6,12,14,18,19,28,16,13,27,17,16,32,13,10,17,20,13,12,19,15,15,17,9,13,16,17,13,15,9,11,14,16,16,12,12,15,17,15,8,19,11,1321
2001,Mizoram,Mizoram District 7,15,18,14,17,27,11,16,20,17,13,25,22,16,13,13,20,25,13,14,10,15,22,21,21,15,18,15,11,14,10,8,25,11,14,13,13,11,14,22,17,1379
2001,Mizoram,Mizoram District 8,21,19,17,10,37,19,17,28,15,13,26,11,8,9,16,11,13,14,19,18,18,29,17,15,9,12,16,22,13,14,15,12,17,13,16,16,17,14,18,11,1396
2001,Mizoram,Mizoram District 9,18,11,12,17,26,15,20,24,11,21,29,16,12,14,15,19,21,13,21,15,19,20,17,17,13,21,14,13,13,11,14,16,15,19,14,20,19,14,22,16,1432
2001,Mizoram,Mizoram District 10,16,14,22,20,28,21,14,37,12,15,22,18,19,26,14,12,12,14,15,18,11,14,14,11,15,10,18,10,20,11,17,20,16,17,15,20,18,16,9,19,1403
2001,Mizoram,Mizoram District 11,21,12,20,9,22,14,17,22,15,15,20,15,13,12,12,18,13,16,13,16,15,19,11,13,18,19,9,20,15,22,21,11,7,14,18,20,18,14,13,20,1341
2001,Mizoram,Mizoram District 12,17,20,15,17,16,16,17,19,13,15,23,10,14,13,16,28,15,12,15,10,19,20,16,13,13,16,20,16,20,12,22,18,14,17,15,9,15,12,12,16,1363
2001,Mizoram,Mizoram District 13,23,16,11,15,32,20,13,29,13,20,29,5,16,20,18,3,11,19,15,14,12,14,17,18,21,16,15,12,13,20,11,13,20,17,18,17,17,16,14,12,1385
2001,Nagaland,Nagaland District 1,17,28,31,24,51,40,27,55,23,32,36,29,33,38,33,27,28,42,33,26,30,39,37,29,36,29,31,24,30,27,24,20,28,32,41,28,31,30,29,31,2713
2001,Nagaland,Nagaland District 2,36,29,21,24,45,33,32,38,34,31,32,28,26,26,23,34,28,22,19,23,26,35,34,38,34,22,27,34,37,27,30,25,36,31,35,29,32,29,29,30,2722
2001,Nagaland,Nagaland District 3,35,38,27,29,52,27,22,49,24,27,44,25,36,30,26,38,39,29,34,29,28,29,40,28,22,23,34,24,35,32,33,39,31,34,29,32,24,22,38,35,2775
2001,Nagaland,Nagaland District 4,33,28,34,34,36,29,33,42,33,26,46,26,19,36,31,23,37,39,30,24,20,31,26,29,35,29,36,27,29,32,34,30,36,28,28,41,32,15,20,39,2750
2001,Nagaland,Nagaland District 5,39,31,27,37,44,33,27,35,24,26,38,32,37,17,37,32,39,28,31,27,29,35,35,38,32,34,30,24,32,29,22,29,38,27,33,31,31,41,35,27,2817
2001,Nagaland,Nagaland District 6,42,29,31,27,38,37,28,44,33,37,36,28,26,40,32,24,27,31,32,37,28,35,26,32,36,24,37,32,31,37,31,25,41,23,25,23,32,18,31,28,2746
2001,Nagaland,Nagaland District 7,24,33,27,30,33,29,30,53,30,36,43,34,30,29,32,34,31,34,34,30,27,24,26,35,30,42,25,39,31,31,29,31,29,39,25,26,35,26,30,28,2793
2001,Nagaland,Nagaland District 8,28,29,28,30,49,27,22,40,31,23,47,30,25,30,21,23,22,30,39,26,26,19,26,24,37,16,27,46,31,29,31,45,26,37,31,31,34,32,45,29,2743
2001,Nagaland,Nagaland District 9,29,33,36,26,39,23,27,36,27,42,48,23,25,28,36,29,29,29,39,32,28,34,27,24,38,39,32,29,28,31,35,22,35,34,40,31,32,35,23,26,2750
2001,Nagaland,Nagaland District 10,35,40,29,30,40,35,30,48,34,18,37,28,23,37,27,31,31,39,35,23,35,27,32,22,27,40,34,22,31,35,34,31,34,19,23,29,22,37,33,42,2739
2001,Nagaland,Nagaland District 11,30,29,13,40,45,26,23,42,26,36,44,39,26,39,33,37,27,33,32,26,35,36,32,39,22,55,30,32,22,38,31,37,34,28,32,33,28,26,33,28,2834
